episode,epsilon,episode_return,moving_avg_return,mean_step_reward,mean_q_value,mean_td_error,tasks_completed,deadline_hit_rate,overload_events,comp_reward,delay_penalty,deadline_penalty,overload_penalty,throughput_bonus,early_stopping_triggered
12,0.9961070122837887,32.35409918986441,32.354099189864414,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
13,0.9958081801801036,32.35409918986441,32.354099189864414,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
14,0.9955094377260496,32.35409918986441,32.354099189864414,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
15,0.9952107848947318,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
16,0.9949122216592634,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
17,0.9946137479927657,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
18,0.9943153638683679,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
19,0.9940170692592074,32.35409918986441,32.354099189864414,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
20,0.9937188641384297,32.35409918986441,32.354099189864414,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
21,0.9934207484791882,32.35409918986441,32.354099189864414,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
22,0.9931227222546445,32.35409918986441,32.354099189864414,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
23,0.9928247854379681,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
24,0.9925269380023368,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
25,0.9922291799209362,32.35409918986441,32.354099189864414,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
26,0.9919315111669599,32.35409918986441,32.354099189864414,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
27,0.9916339317136098,32.35409918986441,32.354099189864414,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
28,0.9913364415340957,32.35409918986441,32.354099189864414,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
29,0.9910390406016355,32.35409918986441,32.354099189864414,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
30,0.990741728889455,32.35409918986441,32.354099189864414,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
31,0.9904445063707882,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
32,0.990147373018877,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
33,0.9898503288069713,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
34,0.9895533737083293,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
35,0.9892565076962169,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
36,0.9889597307439081,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
37,0.988663042824685,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
38,0.9883664439118376,32.35409918986441,32.354099189864414,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
39,0.988069933978664,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
40,0.9877735129984705,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
41,0.9874771809445709,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
42,0.9871809377902876,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
43,0.9868847835089506,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
44,0.9865887180738979,32.35409918986441,32.35409918986441,1.470640872266564,0.0,0.0,17,1.0,0,325.67134846982975,-2.2000000000000006,0.0,-1.4303565711857273,0.0,False
45,0.9862927414584758,36.189910355424175,32.437486389115705,1.6449959252465534,1.963826991044558,0.9876754375604483,18,1.0,0,365.2775331279815,-2.2000000000000006,0.0,-1.4284295737398107,0.0,False
46,0.9859968536360383,15.956953268392715,32.08683674824926,0.43126900725385714,0.7553697526454926,0.5670639099301519,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
47,0.9857010545799475,15.956953268392715,31.750797509085583,0.43126900725385714,0.9229647090306153,0.4804956872720976,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
48,0.9854053442635735,14.509733537544088,31.398939060686775,0.3154289899466106,0.9128341091715771,0.4414853920107302,15,0.7142857142857143,0,271.29329455486373,-4.6,-120.0,-1.5959591794226546,0.0,False
49,0.9851097226602945,14.509733537544088,31.06115495022392,0.3154289899466106,0.7637089319203211,0.4604087446046912,15,0.7142857142857143,0,271.29329455486373,-4.6,-120.0,-1.5959591794226546,0.0,False
50,0.9848141897434964,14.509733537544088,30.70426763717751,0.3154289899466106,2.494612187795017,1.1516015186257984,15,0.7142857142857143,0,271.29329455486373,-4.6,-120.0,-1.5959591794226546,0.0,False
51,0.9845187454865735,15.956953268392715,30.376324718748073,0.43126900725385714,4.666954336939631,0.4059493831686071,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
52,0.9842233898629276,15.956953268392715,30.048381800318648,0.43126900725385714,4.477794086610949,0.27598334365599864,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
53,0.9839281228459688,15.956953268392715,29.720438881889212,0.43126900725385714,4.612987312110695,0.28817507141345255,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
54,0.983632944409115,15.956953268392715,29.39249596345978,0.43126900725385714,4.284863240010029,0.26573570112924316,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
55,0.9833378545257923,14.509733537544088,29.03560865041337,0.3154289899466106,5.2656101351198945,1.1367227324972982,15,0.7142857142857143,0,271.29329455486373,-4.6,-120.0,-1.5959591794226546,0.0,False
56,0.9830428531694345,14.509733537544088,28.67872133736696,0.3154289899466106,8.256682022758152,0.44283461020044657,15,0.7142857142857143,0,271.29329455486373,-4.6,-120.0,-1.5959591794226546,0.0,False
57,0.9827479403134837,15.956953268392715,28.350778418937526,0.43126900725385714,8.054564965737832,0.17812210482520027,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
58,0.9824531159313896,15.956953268392715,28.022835500508098,0.43126900725385714,7.883271810170767,0.17724380460945335,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
59,0.9821583799966103,15.956953268392715,27.694892582078666,0.43126900725385714,7.910642482138969,0.16830205313257268,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
60,0.9818637324826113,14.509733537544088,27.338005269032255,0.3154289899466106,9.495080564333046,0.8927716110711512,15,0.7142857142857143,0,271.29329455486373,-4.6,-120.0,-1.5959591794226546,0.0,False
61,0.9815691733628665,14.509733537544088,26.981117955985848,0.3154289899466106,11.898950162141219,0.2511589323049006,15,0.7142857142857143,0,271.29329455486373,-4.6,-120.0,-1.5959591794226546,0.0,False
62,0.9812747026108577,14.509733537544088,26.62423064293944,0.3154289899466106,11.713729132776676,0.10093648213407268,15,0.7142857142857143,0,271.29329455486373,-4.6,-120.0,-1.5959591794226546,0.0,False
63,0.9809803202000744,15.956953268392715,26.296287724510012,0.43126900725385714,11.463356713990908,0.06386988519414051,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
64,0.9806860261040145,15.956953268392715,25.968344806080577,0.43126900725385714,11.50931623819712,0.08137482807442949,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
65,0.9803918202961833,15.956953268392715,25.64040188765114,0.43126900725385714,14.056979901081807,1.1384146604183558,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
66,0.9800977027500946,14.509733537544088,25.283514574604734,0.3154289899466106,15.585008144378662,0.30538025935706886,15,0.7142857142857143,0,271.29329455486373,-4.6,-120.0,-1.5959591794226546,0.0,False
67,0.9798036734392696,15.956953268392715,24.9555716561753,0.43126900725385714,15.313767433166504,0.18622751151387756,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
68,0.9795097323372378,15.956953268392715,24.627628737745873,0.43126900725385714,15.140726089477539,0.15831276613312797,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
69,0.9792158794175366,15.956953268392715,24.299685819316437,0.43126900725385714,15.274371069830817,0.15513039561542305,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
70,0.9789221146537114,15.956953268392715,23.971742900887,0.43126900725385714,16.866763939728607,1.077815829902082,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
71,0.9786284380193153,14.509733537544088,23.614855587840594,0.3154289899466106,19.008501094320547,0.4270835492921912,15,0.7142857142857143,0,271.29329455486373,-4.6,-120.0,-1.5959591794226546,0.0,False
72,0.9783348494879096,15.956953268392715,23.28691266941116,0.43126900725385714,19.101531106072503,0.33292353274048986,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
73,0.9780413490330633,15.956953268392715,22.958969750981733,0.43126900725385714,18.79276889079326,0.2711365170575477,15,0.75,0,261.5994306324839,-3.700000000000002,-100.0,-1.3298979485566362,0.0,False
74,0.9777479366283534,14.509733537544088,22.60208243793532,0.3154289899466106,18.891229919765305,0.3418093884120817,15,0.7142857142857143,0,271.29329455486373,-4.6,-120.0,-1.5959591794226546,0.0,False
